filepath,text_asr,text_translated,intent,language,full_audio_path
en-GB~ABROAD/60268d6ec7abb7f832138a46.wav,I leave my car abroad can you buy things in a basic hi yes I'm going out for a few weeks I want to ask you to do anything,I leave my car abroad can you buy things in a basic hi yes I'm going out for a few weeks I want to ask you to do anything,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268d6ec7abb7f832138a46.wav
en-GB~ABROAD/60268a79dc3604f481bcb6f8.wav,hi there just to confirm and I've got a card here I'm just wondering does it work abroad as well as within the UK on a trip on my family and the last thing I want to get the stuff out there with the current and working no cash on me get back to me I'll be sweet thank you very much,hi there just to confirm and I've got a card here I'm just wondering does it work abroad as well as within the UK on a trip on my family and the last thing I want to get the stuff out there with the current and working no cash on me get back to me I'll be sweet thank you very much,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268a79dc3604f481bcb6f8.wav
en-GB~ABROAD/60269163cfa37e1cf217b149.wav,hello I'm going overseas to America on Thursday for 2 weeks and I wanted to know if I could use my card but can you let me know if it's ok or if I need to pay any charges,hello I'm going overseas to America on Thursday for 2 weeks and I wanted to know if I could use my card but can you let me know if it's ok or if I need to pay any charges,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60269163cfa37e1cf217b149.wav
en-GB~ABROAD/602692b4dc3604f481bcb914.wav,but I'm going on holiday abroad and I just want to know if my bank card will work whilst on there,but I'm going on holiday abroad and I just want to know if my bank card will work whilst on there,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/602692b4dc3604f481bcb914.wav
en-GB~ABROAD/60268b29c7abb7f8321388b9.wav,hello I'm just wondering whether my card would work abroad,hello I'm just wondering whether my card would work abroad,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268b29c7abb7f8321388b9.wav
en-GB~ABROAD/602694cfdc3604f481bcb93f.wav,hello I'm going on holiday and I want to know if I can use my card abroad in America,hello I'm going on holiday and I want to know if I can use my card abroad in America,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/602694cfdc3604f481bcb93f.wav
en-GB~ABROAD/60268be4dc3604f481bcb720.wav,hi yes I'm going to see my mother who lives in Spain and I just want to know where the my card which I've got which is linked to my bank account where does that work abroad when I'm in Spain thank you,hi yes I'm going to see my mother who lives in Spain and I just want to know where the my card which I've got which is linked to my bank account where does that work abroad when I'm in Spain thank you,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268be4dc3604f481bcb720.wav
en-GB~ABROAD/60268c3fc7abb7f83213896f.wav,I'm going on holiday soon am I able to use my card abroad or anything I need to tell you guys first,I'm going on holiday soon am I able to use my card abroad or anything I need to tell you guys first,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268c3fc7abb7f83213896f.wav
en-GB~ABROAD/60268d33c7abb7f832138a1a.wav,hi hello I'm just calling those wondering about I have and whether I be able to use it abroad or I need a I'm going to America and I just wanted to know if I can use it to pay the stuff while I'm out there thanks,hi hello I'm just calling those wondering about I have and whether I be able to use it abroad or I need a I'm going to America and I just wanted to know if I can use it to pay the stuff while I'm out there thanks,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268d33c7abb7f832138a1a.wav
en-GB~ABROAD/60268cb2dc3604f481bcb73e.wav,hi I'm just calling to ask if need my my bank card abroad is it possible to use my bank card in Chile,hi I'm just calling to ask if need my my bank card abroad is it possible to use my bank card in Chile,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268cb2dc3604f481bcb73e.wav
en-GB~ABROAD/60268c5bc7abb7f83213897b.wav,I'm going to Spain in a few weeks and I was wondering if the card will still work there if I have to change anything,I'm going to Spain in a few weeks and I was wondering if the card will still work there if I have to change anything,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268c5bc7abb7f83213897b.wav
en-GB~ABROAD/60268c6fc7abb7f83213898a.wav,hello I have I need a card abroad can I pay for things when I'm in Spain yeah I'm going for a few weeks I just need to know where I need to do anything,hello I have I need a card abroad can I pay for things when I'm in Spain yeah I'm going for a few weeks I just need to know where I need to do anything,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268c6fc7abb7f83213898a.wav
en-GB~ABROAD/60268c96c7abb7f8321389a5.wav,hi I'm off on holiday and I was wondering if I could use my card while I was away,hi I'm off on holiday and I was wondering if I could use my card while I was away,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268c96c7abb7f8321389a5.wav
en-GB~ABROAD/60268b74c7abb7f8321388eb.wav,oh hi I wonder if you can help me I've got a bank card from this bank but I just need to know if it's actually going to work abroad I'm going abroad next week I need to know if it's going to work in France,oh hi I wonder if you can help me I've got a bank card from this bank but I just need to know if it's actually going to work abroad I'm going abroad next week I need to know if it's going to work in France,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268b74c7abb7f8321388eb.wav
en-GB~ABROAD/60268d09c7abb7f8321389f7.wav,hi can I use my card when I'm on holiday can I use in the shops and the cash machine,hi can I use my card when I'm on holiday can I use in the shops and the cash machine,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268d09c7abb7f8321389f7.wav
en-GB~ABROAD/60268d4dc7abb7f832138a33.wav,hi can I use my new card for payments abroad,hi can I use my new card for payments abroad,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268d4dc7abb7f832138a33.wav
en-GB~ABROAD/60268c95c421a821df7c184a.wav,can I pay for things when I'm in America,can I pay for things when I'm in America,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268c95c421a821df7c184a.wav
en-GB~ABROAD/60268ae3c7abb7f83213888c.wav,I am going abroad just wondering if my car's still work,I am going abroad just wondering if my car's still work,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268ae3c7abb7f83213888c.wav
en-GB~ABROAD/60268a10dc3604f481bcb6e4.wav,use card abroad,use card abroad,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268a10dc3604f481bcb6e4.wav
en-GB~ABROAD/60268977dc3604f481bcb6d5.wav,hi I'm going on holiday I want to know my car don't work when I'm abroad,hi I'm going on holiday I want to know my car don't work when I'm abroad,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268977dc3604f481bcb6d5.wav
en-GB~ABROAD/60268af5dc3604f481bcb70c.wav,card board can I pay for things when I'm in America wanted to ask I have to do anything,card board can I pay for things when I'm in America wanted to ask I have to do anything,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268af5dc3604f481bcb70c.wav
en-GB~ABROAD/60268d4cc7abb7f832138a31.wav,hi I'm going abroad in the next few weeks and I just wanted to check whether my car has be working I'm going to Thailand thanks,hi I'm going abroad in the next few weeks and I just wanted to check whether my car has be working I'm going to Thailand thanks,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268d4cc7abb7f832138a31.wav
en-GB~ABROAD/60268ba0c7abb7f83213890b.wav,I am on holiday next week and I just like to know whether I'm able to use my debit card abroad,I am on holiday next week and I just like to know whether I'm able to use my debit card abroad,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268ba0c7abb7f83213890b.wav
en-GB~ABROAD/60268a03c7abb7f83213885c.wav,hello I'm planning on going to Europe and I'm wondering if my car or work abroad I need two different car service thank you,hello I'm planning on going to Europe and I'm wondering if my car or work abroad I need two different car service thank you,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268a03c7abb7f83213885c.wav
en-GB~ABROAD/60269161c7abb7f832138e30.wav,hello I would like to use my new credit card abroad,hello I would like to use my new credit card abroad,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60269161c7abb7f832138e30.wav
en-GB~ABROAD/60268ba5c7abb7f83213890e.wav,I need to use my card abroad am I able to pay for things when I'm in America,I need to use my card abroad am I able to pay for things when I'm in America,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268ba5c7abb7f83213890e.wav
en-GB~ABROAD/60268cfac7abb7f8321389ed.wav,and wondering if I can use my bank card abroad because I'm taking my holiday thank you,and wondering if I can use my bank card abroad because I'm taking my holiday thank you,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268cfac7abb7f8321389ed.wav
en-GB~ABROAD/60268d9dc7abb7f832138a64.wav,hello I'm want to know if my visa card America the purchases on let me know the next two weeks from 50 February 2021 and stayed for two weeks and I just checked with you,hello I'm want to know if my visa card America the purchases on let me know the next two weeks from 50 February 2021 and stayed for two weeks and I just checked with you,ABROAD,en-GB,MInDS-14\audio\en-GB~ABROAD/60268d9dc7abb7f832138a64.wav
en-GB~JOINT_ACCOUNT/60268fefdc3604f481bcb8be.wav,how can I set up a joint account,how can I set up a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268fefdc3604f481bcb8be.wav
en-GB~JOINT_ACCOUNT/60268fa6c7abb7f832138cf9.wav,how do I set up a joint account with my partner,how do I set up a joint account with my partner,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268fa6c7abb7f832138cf9.wav
en-GB~JOINT_ACCOUNT/60268eafc7abb7f832138b22.wav,hi I want to set up a joint account with my partner and not sure how to do this she could let me know,hi I want to set up a joint account with my partner and not sure how to do this she could let me know,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268eafc7abb7f832138b22.wav
en-GB~JOINT_ACCOUNT/60268fb9c421a821df7c18c5.wav,how do I set up a joint account with my partner,how do I set up a joint account with my partner,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268fb9c421a821df7c18c5.wav
en-GB~JOINT_ACCOUNT/60268f18c7abb7f832138bb0.wav,I'd like to have set off a joint account,I'd like to have set off a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268f18c7abb7f832138bb0.wav
en-GB~JOINT_ACCOUNT/60268fcec7abb7f832138d4e.wav,I would like to start a joint account,I would like to start a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268fcec7abb7f832138d4e.wav
en-GB~JOINT_ACCOUNT/60268ffecfa37e1cf217b12e.wav,can you help me set up a joint account,can you help me set up a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268ffecfa37e1cf217b12e.wav
en-GB~JOINT_ACCOUNT/60268ff1c421a821df7c18dc.wav,hi there I'm looking to open a joint account and I was just wondering how about that,hi there I'm looking to open a joint account and I was just wondering how about that,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268ff1c421a821df7c18dc.wav
en-GB~JOINT_ACCOUNT/60268f85c421a821df7c18b0.wav,how do I set up a joint account and can I do it on my app or do I have to come in and do it in person,how do I set up a joint account and can I do it on my app or do I have to come in and do it in person,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268f85c421a821df7c18b0.wav
en-GB~JOINT_ACCOUNT/60268c78c7abb7f832138993.wav,hello can I set up a joint account with my mum thanks,hello can I set up a joint account with my mum thanks,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268c78c7abb7f832138993.wav
en-GB~JOINT_ACCOUNT/60268faac421a821df7c18bc.wav,hi can someone help me please I'm just wondering how do I set up a joint account with my husband I want us to be able to access your money thank you,hi can someone help me please I'm just wondering how do I set up a joint account with my husband I want us to be able to access your money thank you,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268faac421a821df7c18bc.wav
en-GB~JOINT_ACCOUNT/60268fbac7abb7f832138d22.wav,alone I'm wondering how I can me and my partner where on the app would I find the option,alone I'm wondering how I can me and my partner where on the app would I find the option,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268fbac7abb7f832138d22.wav
en-GB~JOINT_ACCOUNT/60269051c7abb7f832138e14.wav,how do I set up a joint account,how do I set up a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60269051c7abb7f832138e14.wav
en-GB~JOINT_ACCOUNT/60268ffcc7abb7f832138dbb.wav,how do I set up a joint account with my partner,how do I set up a joint account with my partner,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268ffcc7abb7f832138dbb.wav
en-GB~JOINT_ACCOUNT/60268fb1c7abb7f832138d15.wav,I'd like to set up a joint account please,I'd like to set up a joint account please,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268fb1c7abb7f832138d15.wav
en-GB~JOINT_ACCOUNT/60268fadc421a821df7c18bf.wav,I'm looking for a joint account with my partner and looking for more details on how to do this and the benefits from it,I'm looking for a joint account with my partner and looking for more details on how to do this and the benefits from it,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268fadc421a821df7c18bf.wav
en-GB~JOINT_ACCOUNT/60269002cfa37e1cf217b131.wav,set up a joint account how do I set up a joint account,set up a joint account how do I set up a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60269002cfa37e1cf217b131.wav
en-GB~JOINT_ACCOUNT/60269000c7abb7f832138dc4.wav,hi I'd like to set up a joint account for me and my partner please,hi I'd like to set up a joint account for me and my partner please,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60269000c7abb7f832138dc4.wav
en-GB~JOINT_ACCOUNT/60268b73c7abb7f8321388ea.wav,how do I set up a joint account,how do I set up a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268b73c7abb7f8321388ea.wav
en-GB~JOINT_ACCOUNT/60268fecc7abb7f832138d95.wav,set up joint account,set up joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268fecc7abb7f832138d95.wav
en-GB~JOINT_ACCOUNT/60268e2bc7abb7f832138ad1.wav,I give me help me I want to create a joint account,I give me help me I want to create a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268e2bc7abb7f832138ad1.wav
en-GB~JOINT_ACCOUNT/60269003c7abb7f832138dcb.wav,I want an account for me and my husband,I want an account for me and my husband,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60269003c7abb7f832138dcb.wav
en-GB~JOINT_ACCOUNT/60268ffac7abb7f832138db8.wav,I want to set up a joint account with my partner,I want to set up a joint account with my partner,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268ffac7abb7f832138db8.wav
en-GB~JOINT_ACCOUNT/60268f68c7abb7f832138c51.wav,I'd like to set up a joint bank account,I'd like to set up a joint bank account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268f68c7abb7f832138c51.wav
en-GB~JOINT_ACCOUNT/60269003c7abb7f832138dcd.wav,I want to open a bank account with my partner's so how can I do so how can I open a joint account,I want to open a bank account with my partner's so how can I do so how can I open a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60269003c7abb7f832138dcd.wav
en-GB~JOINT_ACCOUNT/60268ccfdc3604f481bcb741.wav,I'd like to set up a joint account,I'd like to set up a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268ccfdc3604f481bcb741.wav
en-GB~JOINT_ACCOUNT/60268f64cfa37e1cf217b0ee.wav,can I set up a joint account with my partner please,can I set up a joint account with my partner please,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268f64cfa37e1cf217b0ee.wav
en-GB~JOINT_ACCOUNT/60268c8bc7abb7f83213899e.wav,hello I'd like to open a joint account with my new partner and I was wondering if you could give me any instruction on how I could do that,hello I'd like to open a joint account with my new partner and I was wondering if you could give me any instruction on how I could do that,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268c8bc7abb7f83213899e.wav
en-GB~JOINT_ACCOUNT/6026900ddc3604f481bcb8cd.wav,I want to set up a joint account how,I want to set up a joint account how,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/6026900ddc3604f481bcb8cd.wav
en-GB~JOINT_ACCOUNT/60268e65c7abb7f832138af4.wav,hi there I was just calling regards to setting up a joint account and just wondering how they would do that if I come into the store or if I could do that on the app trying to get that for me thank you,hi there I was just calling regards to setting up a joint account and just wondering how they would do that if I come into the store or if I could do that on the app trying to get that for me thank you,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268e65c7abb7f832138af4.wav
en-GB~JOINT_ACCOUNT/60268ecfc7abb7f832138b41.wav,how do I set up a joint account,how do I set up a joint account,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268ecfc7abb7f832138b41.wav
en-GB~JOINT_ACCOUNT/6026900fdc3604f481bcb8ce.wav,how can I set up a joint account to me and my husband,how can I set up a joint account to me and my husband,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/6026900fdc3604f481bcb8ce.wav
en-GB~JOINT_ACCOUNT/60268f3adc3604f481bcb84a.wav,I'd like to set up a new bank accounts like it's a joint account so it would be for me and my partner thanks bye,I'd like to set up a new bank accounts like it's a joint account so it would be for me and my partner thanks bye,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268f3adc3604f481bcb84a.wav
en-GB~JOINT_ACCOUNT/60268d9dc7abb7f832138a63.wav,I had a council flat while with you guys are now like to set up a separate joint account my partner can you help me dinner or can I go on the app,I had a council flat while with you guys are now like to set up a separate joint account my partner can you help me dinner or can I go on the app,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268d9dc7abb7f832138a63.wav
en-GB~JOINT_ACCOUNT/6026901bcfa37e1cf217b138.wav,please can I have more information about setting up a joint account with my partner,please can I have more information about setting up a joint account with my partner,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/6026901bcfa37e1cf217b138.wav
en-GB~JOINT_ACCOUNT/6026952fdc3604f481bcb945.wav,I'm looking to set up a joint account for me and my partner,I'm looking to set up a joint account for me and my partner,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/6026952fdc3604f481bcb945.wav
en-GB~JOINT_ACCOUNT/60268f91c7abb7f832138cbe.wav,how do I say go about setting up a joint account personal one and the parcel want I have not a person to separate account we we start fuses,how do I say go about setting up a joint account personal one and the parcel want I have not a person to separate account we we start fuses,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268f91c7abb7f832138cbe.wav
en-GB~JOINT_ACCOUNT/60268ac6dc3604f481bcb706.wav,I would like to set up a joint account how do I do this can I have an account with my partner as a joint account and where in the app will I be able to find the joint account option,I would like to set up a joint account how do I do this can I have an account with my partner as a joint account and where in the app will I be able to find the joint account option,JOINT_ACCOUNT,en-GB,MInDS-14\audio\en-GB~JOINT_ACCOUNT/60268ac6dc3604f481bcb706.wav
en-GB~BALANCE/60268ea7c421a821df7c188a.wav,I like to know what my current balance is,I like to know what my current balance is,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ea7c421a821df7c188a.wav
en-GB~BALANCE/60269156dc3604f481bcb8fc.wav,show me my account balance,show me my account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60269156dc3604f481bcb8fc.wav
en-GB~BALANCE/60268c8fc7abb7f8321389a2.wav,could you let me know what my account balance is please,could you let me know what my account balance is please,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268c8fc7abb7f8321389a2.wav
en-GB~BALANCE/60268e5bdc3604f481bcb7b7.wav,how much money do I have in my account,how much money do I have in my account,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e5bdc3604f481bcb7b7.wav
en-GB~BALANCE/60268f33dc3604f481bcb844.wav,hi I'd like to make an enquiry about my account balance please,hi I'd like to make an enquiry about my account balance please,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268f33dc3604f481bcb844.wav
en-GB~BALANCE/60268dcfc7abb7f832138a8c.wav,please can you tell me my account balance,please can you tell me my account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268dcfc7abb7f832138a8c.wav
en-GB~BALANCE/60268f1dc7abb7f832138bb9.wav,water check my account balance,water check my account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268f1dc7abb7f832138bb9.wav
en-GB~BALANCE/60268ff6c421a821df7c18de.wav,hi I'm calling I'd like to find out what my bank balance is now,hi I'm calling I'd like to find out what my bank balance is now,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ff6c421a821df7c18de.wav
en-GB~BALANCE/60268bc7c7abb7f832138928.wav,could you tell me my account balance please,could you tell me my account balance please,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268bc7c7abb7f832138928.wav
en-GB~BALANCE/60268e26dc3604f481bcb797.wav,what is my current account balance,what is my current account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e26dc3604f481bcb797.wav
en-GB~BALANCE/60268e91c7abb7f832138b09.wav,I please show me my current balance on my current account thank you,I please show me my current balance on my current account thank you,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e91c7abb7f832138b09.wav
en-GB~BALANCE/60268ed4dc3604f481bcb819.wav,what is my account balance,what is my account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ed4dc3604f481bcb819.wav
en-GB~BALANCE/60268e39cfa37e1cf217b0c6.wav,yes the local ATM machine where I get my balance from isn't working at the moment so is it possible you can give me my balance but as we speak thank you very much it's the current account that I'm interested in please,yes the local ATM machine where I get my balance from isn't working at the moment so is it possible you can give me my balance but as we speak thank you very much it's the current account that I'm interested in please,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e39cfa37e1cf217b0c6.wav
en-GB~BALANCE/60268e74c7abb7f832138af9.wav,what's my current account balance,what's my current account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e74c7abb7f832138af9.wav
en-GB~BALANCE/60268edcc7abb7f832138b4c.wav,show me my current account balance,show me my current account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268edcc7abb7f832138b4c.wav
en-GB~BALANCE/60268c0fc7abb7f832138954.wav,hi I just need to check my account balance please,hi I just need to check my account balance please,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268c0fc7abb7f832138954.wav
en-GB~BALANCE/60268b06c7abb7f83213889c.wav,please show me my account balance,please show me my account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268b06c7abb7f83213889c.wav
en-GB~BALANCE/60268eddc7abb7f832138b4e.wav,I was wondering if you could tell me the account,I was wondering if you could tell me the account,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268eddc7abb7f832138b4e.wav
en-GB~BALANCE/60268e2ddc3604f481bcb79a.wav,hello I'm just calling to ask you if I could check my account balance please and was wondering what my current account balance is,hello I'm just calling to ask you if I could check my account balance please and was wondering what my current account balance is,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e2ddc3604f481bcb79a.wav
en-GB~BALANCE/60268e59c7abb7f832138aef.wav,is closing my account balance thank you,is closing my account balance thank you,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e59c7abb7f832138aef.wav
en-GB~BALANCE/60268e4bdc3604f481bcb7ad.wav,hello I would like to know what the balance of my account is so how much money have I got left in what's available to spend today,hello I would like to know what the balance of my account is so how much money have I got left in what's available to spend today,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e4bdc3604f481bcb7ad.wav
en-GB~BALANCE/60268ecac7abb7f832138b3e.wav,show me current account balance,show me current account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ecac7abb7f832138b3e.wav
en-GB~BALANCE/60268f39c7abb7f832138bed.wav,hello I like to check what my current account balance is at the moment and what's the balances of my savings account,hello I like to check what my current account balance is at the moment and what's the balances of my savings account,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268f39c7abb7f832138bed.wav
en-GB~BALANCE/60268ed7c7abb7f832138b47.wav,what is my current account balance,what is my current account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ed7c7abb7f832138b47.wav
en-GB~BALANCE/60268e19c7abb7f832138ac2.wav,what is my current account balance,what is my current account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e19c7abb7f832138ac2.wav
en-GB~BALANCE/60268f28c7abb7f832138bcd.wav,hi I'm just wondering if you can please I'm just trying to find out my account but not sure at the moment,hi I'm just wondering if you can please I'm just trying to find out my account but not sure at the moment,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268f28c7abb7f832138bcd.wav
en-GB~BALANCE/60268ef9c7abb7f832138b74.wav,show me my account balance,show me my account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ef9c7abb7f832138b74.wav
en-GB~BALANCE/60268b23c7abb7f8321388b0.wav,show me my account balance,show me my account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268b23c7abb7f8321388b0.wav
en-GB~BALANCE/60268ecfc7abb7f832138b42.wav,can you tell me what's my current account please,can you tell me what's my current account please,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ecfc7abb7f832138b42.wav
en-GB~BALANCE/60268f1ec7abb7f832138bbc.wav,what is my account balance,what is my account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268f1ec7abb7f832138bbc.wav
en-GB~BALANCE/60268dfdc7abb7f832138aaf.wav,hi I need to find the balance in my account please,hi I need to find the balance in my account please,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268dfdc7abb7f832138aaf.wav
en-GB~BALANCE/60268ef3c7abb7f832138b6c.wav,I know this is wondering just going to find out my account bump just needed to know my current account balances and if you could let me know or show me how I can find out what that is,I know this is wondering just going to find out my account bump just needed to know my current account balances and if you could let me know or show me how I can find out what that is,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ef3c7abb7f832138b6c.wav
en-GB~BALANCE/60268f24c7abb7f832138bc4.wav,what is my current account balance,what is my current account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268f24c7abb7f832138bc4.wav
en-GB~BALANCE/60268e5ec7abb7f832138af1.wav,I am wanting to know what my account balances please will you show me my current account darling I want to know what the money is in my account so I can see my account balance,I am wanting to know what my account balances please will you show me my current account darling I want to know what the money is in my account so I can see my account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268e5ec7abb7f832138af1.wav
en-GB~BALANCE/60268ef1dc3604f481bcb823.wav,what's my account balance please,what's my account balance please,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268ef1dc3604f481bcb823.wav
en-GB~BALANCE/60268bdcc7abb7f832138935.wav,account balance,account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268bdcc7abb7f832138935.wav
en-GB~BALANCE/60268f14dc3604f481bcb830.wav,hi could you please show me my current account balance,hi could you please show me my current account balance,BALANCE,en-GB,MInDS-14\audio\en-GB~BALANCE/60268f14dc3604f481bcb830.wav
